date,time,hospital_id,hospital_name,emirate,hospital_type,day_of_week,is_weekend,is_public_holiday,month,day_of_year,temperature_C,humidity_pct,expected_visits,daily_ER_visits,critical_cases,prev_day_visits,ma_7,ma_14,dow_num,day_sin,day_cos,lag_1,lag_2,lag_3,lag_7,lag_14,is_holiday,days_since_hol,days_to_next_hol
2023-04-09,22:23:57,9,Ajman Hospital,Ajman,Public,Sunday,1,0,4,99,16.4,39.5,140.6,37,2,344,107.28571428571429,117.14285714285714,6,0.9912685467787256,-0.13185851571739118,344.0,37.0,100.0,50.0,173.0,0,98,237
2023-04-10,13:33:42,9,Ajman Hospital,Ajman,Public,Monday,0,0,4,100,20.7,41.9,135.5,63,3,37,101.14285714285714,116.57142857142857,0,0.9888537064205885,-0.1488903868564548,37.0,344.0,37.0,106.0,71.0,0,99,236
2023-04-11,13:06:13,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,4,101,20.9,30.9,135.9,155,8,63,116.28571428571429,106.85714285714286,1,0.986146248341595,-0.16587819893463143,63.0,37.0,344.0,49.0,291.0,0,100,235
2023-04-12,11:59:05,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,4,102,23.3,39.0,141.3,160,9,155,128.0,102.92857142857143,2,0.9831469737221499,-0.1828169249850199,155.0,63.0,37.0,78.0,215.0,0,101,234
2023-04-13,11:17:35,9,Ajman Hospital,Ajman,Public,Thursday,0,0,4,103,23.7,38.8,142.2,75,5,160,124.42857142857143,105.78571428571429,3,0.9798567700958665,-0.1997015525660636,160.0,155.0,63.0,100.0,35.0,0,102,233
2023-04-14,11:26:27,9,Ajman Hospital,Ajman,Public,Friday,1,0,4,104,23.1,42.3,157.8,70,7,75,129.14285714285714,101.21428571428571,4,0.9762766110869321,-0.21652708524481437,75.0,160.0,155.0,37.0,134.0,0,103,232
2023-04-15,00:33:51,9,Ajman Hospital,Ajman,Public,Saturday,1,0,4,105,21.6,28.4,153.9,227,10,70,112.42857142857143,110.78571428571429,5,0.9724075561219968,-0.23328854407545518,70.0,75.0,160.0,344.0,93.0,0,104,231
2023-04-16,12:45:19,9,Ajman Hospital,Ajman,Public,Sunday,1,0,4,106,22.4,33.1,155.8,273,14,227,146.14285714285714,126.71428571428571,6,0.9682507501166718,-0.2499809690726521,227.0,70.0,75.0,37.0,50.0,0,105,230
2023-04-17,11:51:50,9,Ajman Hospital,Ajman,Public,Monday,0,0,4,107,15.4,34.8,122.9,115,8,273,153.57142857142858,127.35714285714286,0,0.9638074231367307,-0.26659942067929354,273.0,227.0,70.0,63.0,106.0,0,106,229
2023-04-18,18:43:35,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,4,108,19.5,23.9,132.3,48,2,115,138.28571428571428,127.28571428571429,1,0.9590788900341131,-0.28313898122818354,115.0,273.0,227.0,155.0,49.0,0,107,228
2023-04-19,17:43:39,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,4,109,18.8,26.9,130.7,209,9,48,145.28571428571428,136.64285714285714,2,0.9540665500578387,-0.2995947563972602,48.0,115.0,273.0,160.0,78.0,0,108,227
2023-04-20,22:08:54,9,Ajman Hospital,Ajman,Public,Thursday,0,0,4,110,19.1,28.9,131.2,60,2,209,143.14285714285714,133.78571428571428,3,0.9487718864399473,-0.31596187665790293,209.0,48.0,115.0,75.0,100.0,0,109,226
2023-04-21,04:23:04,9,Ajman Hospital,Ajman,Public,Friday,1,0,4,111,22.5,44.5,155.8,44,1,60,139.42857142857142,134.28571428571428,4,0.9431964659565866,-0.33223549871590435,60.0,209.0,48.0,70.0,37.0,0,110,225
2023-04-22,12:35:54,9,Ajman Hospital,Ajman,Public,Saturday,1,0,4,112,21.1,28.9,152.2,222,15,44,138.71428571428572,125.57142857142857,5,0.9373419384643772,-0.3484108069446808,44.0,60.0,209.0,227.0,344.0,0,111,224
2023-04-23,11:48:49,9,Ajman Hospital,Ajman,Public,Sunday,1,0,4,113,24.4,36.9,160.4,223,14,222,131.57142857142858,138.85714285714286,6,0.9312100364121947,-0.3644830148102912,222.0,44.0,60.0,273.0,37.0,0,112,223
2023-04-24,13:52:20,9,Ajman Hospital,Ajman,Public,Monday,0,0,4,114,21.2,33.1,135.8,178,7,223,140.57142857142858,147.07142857142858,0,0.9248025743285089,-0.38044736628785164,223.0,222.0,44.0,115.0,63.0,0,113,222
2023-04-25,12:55:39,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,4,115,19.2,34.6,131.3,238,11,178,167.71428571428572,153.0,1,0.9181214482844365,-0.39629913726891813,178.0,223.0,222.0,48.0,155.0,0,114,221
2023-04-26,21:51:47,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,4,116,17.4,51.0,127.0,18,1,238,140.42857142857142,142.85714285714286,2,0.9111686353326631,-0.41203363695942635,238.0,178.0,223.0,209.0,160.0,0,115,220
2023-04-27,10:29:55,9,Ajman Hospital,Ajman,Public,Thursday,0,0,4,117,20.8,35.8,134.7,197,12,18,160.0,151.57142857142858,3,0.9039461929224011,-0.42764620926777464,18.0,238.0,178.0,60.0,75.0,0,116,219
2023-04-28,22:58:22,9,Ajman Hospital,Ajman,Public,Friday,1,0,4,118,18.7,52.6,145.4,78,5,197,164.85714285714286,152.14285714285714,4,0.8964562582905575,-0.44313223418263453,197.0,18.0,238.0,44.0,70.0,0,117,218
2023-04-29,12:38:56,9,Ajman Hospital,Ajman,Public,Saturday,1,0,4,119,21.5,35.3,152.4,142,8,78,153.42857142857142,146.07142857142858,5,0.8887010478292915,-0.45848712914008766,78.0,197.0,18.0,222.0,227.0,0,118,217
2023-04-30,22:15:29,9,Ajman Hospital,Ajman,Public,Sunday,1,0,4,120,23.4,32.8,157.3,78,3,142,132.71428571428572,132.14285714285714,6,0.8806828564301475,-0.47370635037968,142.0,78.0,197.0,223.0,273.0,0,119,216
2023-05-01,13:20:29,9,Ajman Hospital,Ajman,Public,Monday,0,0,5,121,20.2,44.8,132.9,181,3,78,133.14285714285714,136.85714285714286,0,0.8724040568049612,-0.48878539428899265,78.0,142.0,78.0,178.0,115.0,0,120,215
2023-05-02,21:49:03,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,5,122,20.9,37.0,134.4,172,7,181,123.71428571428571,145.71428571428572,1,0.8638670987837349,-0.503719798736334,181.0,78.0,142.0,238.0,48.0,0,121,214
2023-05-03,13:42:01,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,5,123,21.1,34.0,134.7,120,7,172,138.28571428571428,139.35714285714286,2,0.8550745085896932,-0.518505144391157,172.0,181.0,78.0,18.0,209.0,0,122,213
2023-05-04,13:38:17,9,Ajman Hospital,Ajman,Public,Thursday,0,0,5,124,20.4,44.6,133.1,314,13,120,155.0,157.5,3,0.8460288880917339,-0.533137056031809,120.0,172.0,181.0,197.0,60.0,0,123,212
2023-05-05,10:51:12,9,Ajman Hospital,Ajman,Public,Friday,1,0,5,125,22.7,34.4,154.9,131,7,314,162.57142857142858,163.71428571428572,4,0.8367329140344921,-0.5476112038402312,314.0,120.0,172.0,78.0,44.0,0,124,211
2023-05-06,22:38:33,9,Ajman Hospital,Ajman,Public,Saturday,1,0,5,126,22.6,36.0,154.5,302,24,131,185.42857142857142,169.42857142857142,5,0.8271893372462497,-0.5619233046832195,131.0,314.0,120.0,142.0,222.0,0,125,210
2023-05-07,12:03:35,9,Ajman Hospital,Ajman,Public,Sunday,1,0,5,127,20.9,48.0,150.1,246,16,302,209.42857142857142,171.07142857142858,6,0.8174009818249189,-0.5760691233798758,302.0,131.0,314.0,78.0,223.0,0,126,209
2023-05-08,20:51:14,9,Ajman Hospital,Ajman,Public,Monday,0,0,5,128,22.0,26.9,136.4,93,6,246,196.85714285714286,165.0,0,0.8073707443023492,-0.5900444739548627,246.0,302.0,131.0,181.0,178.0,0,127,208
2023-05-09,11:26:03,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,5,129,19.9,28.9,131.4,268,15,93,210.57142857142858,167.14285714285714,1,0.7971015927871943,-0.6038452208771035,93.0,246.0,302.0,172.0,238.0,0,128,207
2023-05-10,11:40:56,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,5,130,24.0,39.4,140.7,97,5,268,207.28571428571428,172.78571428571428,2,0.7865965660866021,-0.6174672802835514,268.0,93.0,246.0,120.0,18.0,0,129,206
2023-05-11,11:55:54,9,Ajman Hospital,Ajman,Public,Thursday,0,0,5,131,23.0,47.4,138.2,374,19,97,215.85714285714286,185.42857142857142,3,0.7758587728069828,-0.6309066211876704,97.0,268.0,93.0,314.0,197.0,0,130,205
2023-05-12,19:27:03,9,Ajman Hospital,Ajman,Public,Friday,1,0,5,132,23.3,36.2,155.4,23,2,374,200.42857142857142,181.5,4,0.7648913904341226,-0.6441592666722685,374.0,97.0,268.0,131.0,78.0,0,131,204
2023-05-13,11:16:53,9,Ajman Hospital,Ajman,Public,Saturday,1,0,5,133,22.9,25.6,154.2,196,11,23,185.28571428571428,185.35714285714286,5,0.753697664392914,-0.6572212950663319,23.0,374.0,97.0,302.0,142.0,0,132,203
2023-05-14,22:28:02,9,Ajman Hospital,Ajman,Public,Sunday,1,0,5,134,21.1,44.3,149.7,194,11,196,177.85714285714286,193.64285714285714,6,0.742280907086982,-0.6700888411055113,196.0,23.0,374.0,246.0,78.0,0,133,202
2023-05-15,18:37:50,9,Ajman Hospital,Ajman,Public,Monday,0,0,5,135,23.5,41.8,138.8,165,7,194,188.14285714285714,192.5,0,0.7306444969184916,-0.6827580970759147,194.0,196.0,23.0,93.0,181.0,0,134,201
2023-05-16,17:47:49,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,5,136,21.4,42.4,133.9,123,2,165,167.42857142857142,189.0,1,0.7187918772884232,-0.6952253139408722,165.0,194.0,196.0,268.0,172.0,0,135,200
2023-05-17,18:00:12,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,5,137,20.1,40.1,130.8,280,9,123,193.57142857142858,200.42857142857142,2,0.7067265555776158,-0.7074868024503348,123.0,165.0,194.0,97.0,120.0,0,136,199
2023-05-18,13:40:25,9,Ajman Hospital,Ajman,Public,Thursday,0,0,5,138,22.7,32.9,136.7,130,4,280,158.71428571428572,187.28571428571428,3,0.6944521021088763,-0.719538934232584,280.0,123.0,165.0,374.0,314.0,0,137,198
2023-05-19,13:14:47,9,Ajman Hospital,Ajman,Public,Friday,1,0,5,139,21.6,40.9,150.1,186,9,130,182.0,191.21428571428572,4,0.6819721490904629,-0.7313781428679254,130.0,280.0,123.0,23.0,131.0,0,138,197
2023-05-20,10:45:12,9,Ajman Hospital,Ajman,Public,Saturday,1,0,5,140,21.0,35.3,148.3,122,4,186,171.42857142857142,178.35714285714286,5,0.6692903895412567,-0.7430009249440493,186.0,130.0,280.0,196.0,302.0,0,139,196
2023-05-21,10:26:49,9,Ajman Hospital,Ajman,Public,Sunday,1,0,5,141,20.9,41.3,147.9,222,6,122,175.42857142857142,176.64285714285714,6,0.6564105761979381,-0.7544038410927472,122.0,186.0,130.0,194.0,246.0,0,140,195
2023-05-22,22:53:46,9,Ajman Hospital,Ajman,Public,Monday,0,0,5,142,22.8,28.5,136.3,137,8,222,171.42857142857142,179.78571428571428,0,0.6433365204044917,-0.765583517007675,222.0,122.0,186.0,165.0,93.0,0,141,194
2023-05-23,22:43:43,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,5,143,22.2,27.6,134.8,78,2,137,165.0,166.21428571428572,1,0.6300720909843687,-0.7765366444428655,137.0,222.0,122.0,123.0,268.0,0,142,193
2023-05-24,11:44:31,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,5,144,23.2,36.2,136.9,198,11,78,153.28571428571428,173.42857142857142,2,0.6166212130956382,-0.7872599821916922,78.0,137.0,222.0,280.0,97.0,0,143,192
2023-05-25,15:01:50,9,Ajman Hospital,Ajman,Public,Thursday,0,0,5,145,21.6,30.5,133.1,47,4,198,141.42857142857142,150.07142857142858,3,0.6029878670694714,-0.7977503570459932,198.0,78.0,137.0,130.0,374.0,0,144,191
2023-05-26,11:50:35,9,Ajman Hospital,Ajman,Public,Friday,1,0,5,146,23.3,52.5,153.3,178,16,47,140.28571428571428,161.14285714285714,4,0.5891760872322963,-0.8080046647350754,47.0,198.0,78.0,186.0,23.0,0,145,190
2023-05-27,20:01:37,9,Ajman Hospital,Ajman,Public,Saturday,1,0,5,147,23.5,24.1,153.4,239,13,178,157.0,164.21428571428572,5,0.5751899607119775,-0.8180198708443175,178.0,47.0,198.0,122.0,196.0,0,146,189
2023-05-28,10:21:58,9,Ajman Hospital,Ajman,Public,Sunday,1,0,5,148,22.9,36.3,151.7,43,6,239,131.42857142857142,153.42857142857142,6,0.5610336262283677,-0.8277930117131022,239.0,178.0,47.0,222.0,194.0,0,147,188
2023-05-29,21:13:55,9,Ajman Hospital,Ajman,Public,Monday,0,0,5,149,21.2,31.9,131.7,154,5,43,133.85714285714286,152.64285714285714,0,0.5467112728685939,-0.8373211953118121,43.0,239.0,178.0,137.0,165.0,0,148,187
2023-05-30,18:45:19,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,5,150,23.7,45.8,136.9,17,0,154,125.14285714285714,145.07142857142858,1,0.5322271388474397,-0.8466016020976267,154.0,43.0,239.0,78.0,123.0,0,149,186
2023-05-31,18:26:04,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,5,151,22.2,33.3,133.5,102,6,17,111.42857142857143,132.35714285714286,2,0.5175855102531889,-0.8556314858488706,17.0,154.0,43.0,198.0,280.0,0,150,185
2023-06-01,12:36:55,9,Ajman Hospital,Ajman,Public,Thursday,0,0,6,152,22.4,40.9,133.6,50,2,102,111.85714285714286,126.64285714285714,3,0.5027907197793043,-0.8644081744776648,102.0,17.0,154.0,47.0,130.0,0,151,184
2023-06-02,01:36:39,9,Ajman Hospital,Ajman,Public,Friday,1,0,6,153,22.6,45.0,150.0,14,1,50,88.42857142857143,114.35714285714286,4,0.4878471454423119,-0.8729290708206411,50.0,102.0,17.0,178.0,186.0,0,152,183
2023-06-03,19:21:09,9,Ajman Hospital,Ajman,Public,Saturday,1,0,6,154,24.4,38.4,154.3,90,2,14,67.14285714285714,112.07142857142857,5,0.47275920928627757,-0.881191653407483,14.0,50.0,102.0,239.0,122.0,0,153,182
2023-06-04,19:33:27,9,Ajman Hospital,Ajman,Public,Sunday,1,0,6,155,22.7,48.2,150.0,48,1,90,67.85714285714286,99.64285714285714,6,0.4575313760742512,-0.8891934772070711,90.0,14.0,50.0,43.0,222.0,0,154,181
2023-06-05,18:48:20,9,Ajman Hospital,Ajman,Public,Monday,0,0,6,156,21.1,50.2,130.2,160,12,48,68.71428571428571,101.28571428571429,0,0.44216815196707204,-0.8969321743510065,48.0,90.0,14.0,154.0,137.0,0,155,180
2023-06-06,18:19:59,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,6,157,24.4,47.1,137.3,241,11,160,100.71428571428571,112.92857142857143,1,0.42667408318992467,-0.9044054548343001,160.0,48.0,90.0,17.0,78.0,0,156,179
2023-06-07,20:08:48,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,6,158,22.3,38.1,132.4,69,2,241,96.0,103.71428571428571,2,0.4110537546870351,-0.9116111071930239,241.0,160.0,48.0,102.0,198.0,0,157,178
2023-06-08,11:51:43,9,Ajman Hospital,Ajman,Public,Thursday,0,0,6,159,23.4,52.0,134.6,205,13,69,118.14285714285714,115.0,3,0.3953117887649151,-0.9185469991587165,69.0,241.0,160.0,50.0,47.0,0,158,177
2023-06-09,13:51:35,9,Ajman Hospital,Ajman,Public,Friday,1,0,6,160,21.9,41.4,147.0,130,6,205,134.71428571428572,111.57142857142857,4,0.37945284372454435,-0.925211078289358,205.0,69.0,241.0,14.0,178.0,0,159,176
2023-06-10,13:41:27,9,Ajman Hospital,Ajman,Public,Saturday,1,0,6,161,28.9,37.5,164.0,164,15,130,145.28571428571428,106.21428571428571,5,0.36348161248290634,-0.9316013725767187,130.0,205.0,69.0,90.0,239.0,0,160,175
2023-06-11,11:29:26,9,Ajman Hospital,Ajman,Public,Sunday,1,0,6,162,23.1,47.9,149.5,155,11,164,160.57142857142858,114.21428571428571,6,0.3474028211842774,-0.9377159910299093,164.0,130.0,205.0,48.0,43.0,0,161,174
2023-06-12,18:43:21,9,Ajman Hospital,Ajman,Public,Monday,0,0,6,163,25.7,42.0,139.0,342,22,155,186.57142857142858,127.64285714285714,0,0.3312212278016865,-0.9435531242349544,155.0,164.0,130.0,160.0,154.0,0,162,173
2023-06-13,10:44:35,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,6,164,21.1,42.2,128.7,96,6,342,165.85714285714286,133.28571428571428,1,0.31494162072895193,-0.9491110448902284,342.0,155.0,164.0,241.0,17.0,0,163,172
2023-06-14,13:01:37,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,6,165,25.2,34.0,137.6,105,7,96,171.0,133.5,2,0.2985688173637202,-0.9543881083175908,96.0,342.0,155.0,69.0,102.0,0,164,171
2023-06-15,19:11:19,9,Ajman Hospital,Ajman,Public,Thursday,0,0,6,166,23.9,37.0,134.4,215,9,105,172.42857142857142,145.28571428571428,3,0.2821076626819194,-0.9593827529490743,105.0,96.0,342.0,205.0,50.0,0,165,170
2023-06-16,10:40:41,9,Ajman Hospital,Ajman,Public,Friday,1,0,6,167,26.3,42.9,156.3,259,23,215,190.85714285714286,162.78571428571428,4,0.26556302780405594,-0.9640935007889755,215.0,105.0,96.0,130.0,14.0,0,166,169
2023-06-17,01:37:29,9,Ajman Hospital,Ajman,Public,Saturday,1,0,6,168,21.3,38.6,143.9,294,16,259,209.42857142857142,177.35714285714286,5,0.24893980855376657,-0.9685189578512204,259.0,215.0,105.0,164.0,90.0,0,167,168
2023-06-18,18:57:36,9,Ajman Hospital,Ajman,Public,Sunday,1,0,6,169,27.6,38.6,159.0,269,17,294,225.71428571428572,193.14285714285714,6,0.23224292400907015,-0.9726578145718654,294.0,259.0,215.0,155.0,48.0,0,168,167
2023-06-19,11:12:03,9,Ajman Hospital,Ajman,Public,Monday,0,0,6,170,23.8,36.4,133.5,144,10,269,197.42857142857142,192.0,0,0.21547731504673012,-0.976508846196619,269.0,294.0,259.0,342.0,160.0,0,169,166
2023-06-20,20:36:13,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,6,171,26.4,56.3,138.9,189,13,144,210.71428571428572,188.28571428571428,1,0.19864794288017112,-0.9800709131432666,144.0,269.0,294.0,96.0,241.0,0,170,165
2023-06-21,13:30:57,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,6,172,25.5,49.9,136.8,216,14,189,226.57142857142858,198.78571428571428,2,0.18175978759137534,-0.9833429613388902,189.0,144.0,269.0,105.0,69.0,0,171,164
2023-06-22,18:46:37,9,Ajman Hospital,Ajman,Public,Thursday,0,0,6,173,27.2,54.8,140.1,46,0,216,202.42857142857142,187.42857142857142,3,0.16481784665719793,-0.9863240225317866,216.0,189.0,144.0,215.0,205.0,0,172,163
2023-06-23,18:21:00,9,Ajman Hospital,Ajman,Public,Friday,1,0,6,174,25.7,36.8,153.1,47,1,46,172.14285714285714,181.5,4,0.14782713347053048,-0.9890132145779883,46.0,216.0,189.0,259.0,130.0,0,173,162
2023-06-24,10:38:01,9,Ajman Hospital,Ajman,Public,Saturday,1,0,6,175,27.0,40.9,156.2,338,19,47,178.42857142857142,193.92857142857142,5,0.13079267585675922,-0.9914097417023038,47.0,46.0,216.0,294.0,164.0,0,174,161
2023-06-25,22:27:06,9,Ajman Hospital,Ajman,Public,Sunday,1,0,6,176,27.1,44.9,156.2,77,2,338,151.0,188.35714285714286,6,0.11371951458594969,-0.9935128947338007,338.0,47.0,46.0,269.0,155.0,0,175,160
2023-06-26,11:45:17,9,Ajman Hospital,Ajman,Public,Monday,0,0,6,177,31.7,43.8,149.0,191,19,77,157.71428571428572,177.57142857142858,0,0.0966127018812031,-0.9953220513156602,77.0,338.0,47.0,144.0,342.0,0,176,159
2023-06-27,18:22:39,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,6,178,26.0,41.0,136.6,65,6,191,140.0,175.35714285714286,1,0.07947729992362097,-0.9968366760893436,191.0,77.0,338.0,189.0,96.0,0,177,158
2023-06-28,22:49:23,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,6,179,26.5,41.4,137.4,191,11,65,136.42857142857142,181.5,2,0.062318379354325076,-0.998056320853012,65.0,191.0,77.0,216.0,105.0,0,178,157
2023-06-29,20:20:19,9,Ajman Hospital,Ajman,Public,Thursday,0,0,6,180,27.6,37.2,139.6,150,10,191,151.28571428571428,176.85714285714286,3,0.04514101777397193,-0.9989806246941579,191.0,65.0,191.0,46.0,215.0,0,179,156
2023-06-30,11:05:12,9,Ajman Hospital,Ajman,Public,Friday,1,0,6,181,25.6,52.0,151.3,197,18,150,172.71428571428572,172.42857142857142,4,0.02795029824021032,-0.999609314096404,150.0,191.0,65.0,47.0,259.0,0,180,155
2023-07-01,13:06:18,9,Ajman Hospital,Ajman,Public,Saturday,1,0,7,182,28.1,41.3,157.0,120,7,197,141.57142857142858,160.0,5,0.01075130776352193,-0.9999422030204416,197.0,150.0,191.0,338.0,294.0,0,181,154
2023-07-02,11:04:01,9,Ajman Hospital,Ajman,Public,Sunday,1,0,7,183,28.0,41.8,156.5,22,0,120,133.71428571428572,142.35714285714286,6,-0.00645086419810515,-0.9999791929590823,120.0,197.0,150.0,77.0,269.0,0,182,153
2023-07-03,22:43:04,9,Ajman Hospital,Ajman,Public,Monday,0,0,7,184,30.2,46.0,144.1,91,8,22,119.42857142857143,138.57142857142858,0,-0.023651127245231586,-0.9997202729664083,22.0,120.0,197.0,191.0,144.0,0,183,152
2023-07-04,10:18:01,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,7,185,29.3,46.1,142.2,111,7,91,126.0,133.0,1,-0.04084439154329611,-0.9991655196610109,91.0,22.0,120.0,65.0,189.0,0,184,151
2023-07-05,11:35:14,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,7,186,26.1,44.1,135.1,178,9,111,124.14285714285714,130.28571428571428,2,-0.05802556932878035,-0.9983150972033183,111.0,91.0,22.0,191.0,216.0,0,185,150
2023-07-06,11:32:09,9,Ajman Hospital,Ajman,Public,Thursday,0,0,7,187,24.5,43.6,131.5,168,11,178,126.71428571428571,139.0,3,-0.07518957641475855,-0.9971692572470178,178.0,111.0,91.0,150.0,46.0,0,186,149
2023-07-07,11:37:11,9,Ajman Hospital,Ajman,Public,Friday,1,0,7,188,25.7,39.8,150.0,75,4,168,109.28571428571429,141.0,4,-0.09233133369539122,-0.9957283388645872,168.0,178.0,111.0,197.0,47.0,0,187,148
2023-07-08,21:09:22,9,Ajman Hospital,Ajman,Public,Saturday,1,0,7,189,25.9,45.4,150.0,141,7,75,112.28571428571429,126.92857142857143,5,-0.10944576864891556,-0.993992768446958,75.0,168.0,178.0,120.0,338.0,0,188,147
2023-07-09,11:13:04,9,Ajman Hospital,Ajman,Public,Sunday,1,0,7,190,26.9,53.3,152.3,72,4,141,119.42857142857143,126.57142857142857,6,-0.12652781683868314,-0.9919630595773397,141.0,75.0,168.0,22.0,77.0,0,189,146
2023-07-10,10:57:35,9,Ajman Hospital,Ajman,Public,Monday,0,0,7,191,27.9,41.9,137.7,59,5,72,114.85714285714286,117.14285714285714,0,-0.1435724234118113,-0.9896398128792412,72.0,141.0,75.0,91.0,191.0,0,190,145
2023-07-11,11:52:33,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,7,192,24.7,50.8,130.8,293,18,59,140.85714285714286,133.42857142857142,1,-0.16057454459499376,-0.9870237158387383,59.0,72.0,141.0,111.0,65.0,0,191,144
2023-07-12,20:39:23,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,7,193,25.4,48.9,132.1,312,19,293,160.0,142.07142857142858,2,-0.17752914918703497,-0.984115542601034,293.0,59.0,72.0,178.0,191.0,0,192,143
2023-07-13,13:19:04,9,Ajman Hospital,Ajman,Public,Thursday,0,0,7,194,28.1,51.7,137.7,70,2,312,146.0,136.35714285714286,3,-0.19443122004766195,-0.9809161537413774,312.0,293.0,59.0,168.0,150.0,0,193,142
2023-07-14,04:34:07,9,Ajman Hospital,Ajman,Public,Friday,1,0,7,195,27.8,55.8,153.1,89,4,70,148.0,128.64285714285714,4,-0.2112757555821793,-0.9774264960104055,70.0,312.0,293.0,75.0,197.0,0,194,141
2023-07-15,19:29:32,9,Ajman Hospital,Ajman,Public,Saturday,1,0,7,196,25.2,58.2,147.0,110,7,89,143.57142857142858,127.92857142857143,5,-0.2280577712215198,-0.9736476020539838,89.0,70.0,312.0,141.0,120.0,0,195,140
2023-07-16,13:42:59,9,Ajman Hospital,Ajman,Public,Sunday,1,0,7,197,30.6,43.4,159.3,73,7,110,143.71428571428572,131.57142857142858,6,-0.24477230089725957,-0.9695805901076308,110.0,89.0,70.0,72.0,22.0,0,196,139
2023-07-17,20:55:42,9,Ajman Hospital,Ajman,Public,Monday,0,0,7,198,27.7,52.0,135.9,267,21,73,173.42857142857142,144.14285714285714,0,-0.2614143985111562,-0.965226663665613,73.0,110.0,89.0,59.0,91.0,0,197,138
2023-07-18,19:06:05,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,7,199,32.4,50.4,145.4,269,27,267,170.0,155.42857142857142,1,-0.2779791393987801,-0.9605871111248129,267.0,73.0,110.0,293.0,111.0,0,198,137
2023-07-19,10:07:43,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,7,200,31.4,38.6,143.2,113,9,269,141.57142857142858,150.78571428571428,2,-0.2944616217868012,-0.9556633054034704,269.0,267.0,73.0,312.0,178.0,0,199,136
2023-07-20,21:40:55,9,Ajman Hospital,Ajman,Public,Thursday,0,0,7,201,28.3,56.2,136.4,90,3,113,144.42857142857142,145.21428571428572,3,-0.3108569682435036,-0.9504567035349151,113.0,269.0,267.0,70.0,168.0,0,200,135
2023-07-21,22:20:55,9,Ajman Hospital,Ajman,Public,Friday,1,0,7,202,29.3,41.3,155.1,243,26,90,166.42857142857142,157.21428571428572,4,-0.3271603271220951,-0.9449688462364056,90.0,113.0,269.0,89.0,75.0,0,201,134
2023-07-22,18:31:54,9,Ajman Hospital,Ajman,Public,Saturday,1,0,7,203,27.6,48.6,150.8,64,2,243,159.85714285714286,151.71428571428572,5,-0.34336687399638804,-0.939201357453208,243.0,90.0,113.0,110.0,141.0,0,202,133
2023-07-23,11:58:53,9,Ajman Hospital,Ajman,Public,Sunday,1,0,7,204,31.8,53.2,160.4,125,11,64,167.28571428571428,155.5,6,-0.3594718130884232,-0.9331559438780432,64.0,243.0,90.0,73.0,72.0,0,203,132
2023-07-24,18:37:48,9,Ajman Hospital,Ajman,Public,Monday,0,0,7,205,26.8,58.2,132.7,50,4,125,136.28571428571428,154.85714285714286,0,-0.3754703786876202,-0.9268343944460494,125.0,64.0,243.0,267.0,59.0,0,204,131
2023-07-25,20:38:45,9,Ajman Hospital,Ajman,Public,Tuesday,0,0,7,206,30.1,50.7,139.3,162,17,50,121.0,145.5,1,-0.3913578365610259,-0.9202385798054075,50.0,125.0,64.0,269.0,293.0,0,205,130
2023-07-26,20:59:45,9,Ajman Hospital,Ajman,Public,Wednesday,0,0,7,207,29.5,60.0,137.7,253,18,162,141.0,141.28571428571428,2,-0.4071294853542516,-0.9133704517637858,162.0,50.0,125.0,113.0,312.0,0,206,129
2023-07-27,12:19:22,9,Ajman Hospital,Ajman,Public,Thursday,0,0,7,208,29.6,58.3,137.8,342,18,253,177.0,160.71428571428572,3,-0.4227806579826773,-0.9062320427107697,253.0,162.0,50.0,90.0,70.0,0,207,128
